Anyo,Fecha,Plataforma,Region,Departamento,Municipio,Transportadora,Categoria,Productos,Cantidad,Descuento,Venta,Profit
Veinte,22/10/2020,MercadoLibre,Pacifica,Cauca,Popayan,Envia-3,Electrodomesticos,Repuestos,5,0,62800,20096
Veinte,22/10/2020,MercadoLibre,Andina,Tolima,Chaparral,Envia-3,Electrodomesticos,Repuestos,4,0,79840,22355.2
Veinte,22/10/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Equipo para Comercio,Papel Termico,1,0,13360,6412.8
Veinte,22/10/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Equipo para Comercio,Impresora Tirillas,3,0,16680,4503.6
Veinte,22/10/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Electrodomesticos,Repuestos,3,0,203880,61164
Veinte,23/10/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Papel Termico,10,0,758800,356636
Veinte,23/10/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Electrodomesticos,Repuestos,7,0.6,32312,-12117
Veinte,23/10/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Equipo para Comercio,Papel Termico,3,0.2,109632,35630.4
Veinte,23/10/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Equipo para Comercio,Luces,5,0,34100,16368
Veinte,24/10/2020,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Industrial,Impresoras,4,0,200000,42000
Veinte,24/10/2020,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Industrial,Impresoras,2,0,719960,43197.6
Veinte,24/10/2020,MercadoLibre,Caribe,Sucre,Galeras,Envia+4,Industrial,Drones,3,0.2,479952,35996.4
Veinte,24/10/2020,MercadoLibre,Andina,Antioquia,Bello,Servientrega-2,Industrial,Impresoras,1,0,399980,171991.4
Veinte,24/10/2020,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Equipo para Comercio,Papel Termico,3,0.2,31104,10886.4
Veinte,24/10/2020,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Industrial,Impresoras,5,0,900000,324000
Veinte,25/10/2020,MercadoLibre,Caribe,Bolivar,El Carmen de Bolivar,Envia-3,Industrial,Drones,5,0.2,1567920,156792
Veinte,27/10/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Electrodomesticos,Repuestos,3,0,80400,38592
Veinte,27/10/2020,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Equipo para Comercio,Maquinas de Cobro ,4,0,87840,23716.8
Veinte,27/10/2020,MercadoLibre,Andina,Huila,Isnos,Envia+4,Equipo para Comercio,Estanteria,3,0,29460,13846.2
Veinte,27/10/2020,MercadoLibre,Andina,Tolima,Espinal,Servientrega+3,Electrodomesticos,Neveras,1,0,581960,151309.6
Veinte,27/10/2020,MercadoLibre,Caribe,Cordoba,Buenavista,Envia+4,Equipo para Comercio,Estanteria,3,0,205860,96754.2
Veinte,27/10/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Electrodomesticos,Neveras,14,0.1,855288,161554.4
Veinte,27/10/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Luces,7,0,81340,25215.4
Veinte,27/10/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Etiquetado Mercancia,2,0,66960,2678.4
Veinte,27/10/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Equipo para Comercio,Estanteria,11,0.2,1126048,380041.2
Veinte,28/10/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Equipo para Comercio,Etiquetado Mercancia,6,0,186120,52113.6
Veinte,28/10/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Industrial,Drones,3,0.2,604752,45356.4
Veinte,28/10/2020,MercadoLibre,Pacifica,Choco,Acandi,Envia+4,Equipo para Comercio,Papel Termico,5,0,64800,31104
Veinte,28/10/2020,MercadoLibre,Pacifica,Choco,Acandi,Envia+4,Equipo para Comercio,Etiquetado Mercancia,8,0,2164960,21649.6
Veinte,28/10/2020,MercadoLibre,Pacifica,Choco,Acandi,Envia+4,Equipo para Comercio,Papel Termico,3,0,113820,54633.6
Veinte,28/10/2020,MercadoLibre,Pacifica,Choco,Acandi,Envia+4,Electrodomesticos,Repuestos,4,0,155200,76048
Veinte,28/10/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Equipo para Comercio,Estanteria,1,0.2,3456,1209.6
Veinte,28/10/2020,MercadoLibre,Andina,Antioquia,Bello,Envia-3,Equipo para Comercio,Papel Termico,7,0,101920,50960
Veinte,28/10/2020,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Equipo para Comercio,Estanteria,1,0.7,3882,-1294
Veinte,28/10/2020,MercadoLibre,Caribe,Bolivar,Zambrano,Servientrega-2,Electrodomesticos,Repuestos,3,0.2,95904,27572.4
Veinte,28/10/2020,MercadoLibre,Pacifica,Valle del Cauca,Buenaventura,Envia+4,Equipo para Comercio,Estanteria,1,0.2,7712,2795.6
Veinte,28/10/2020,MercadoLibre,Caribe,Bolivar,Zambrano,Servientrega-2,Electrodomesticos,Repuestos,2,0.2,127936,0
Veinte,28/10/2020,MercadoLibre,Caribe,Bolivar,Zambrano,Servientrega-2,Electrodomesticos,Repuestos,3,0.2,330096,82524
Veinte,28/10/2020,MercadoLibre,Andina,Santander,Bucaramanga,Envia-3,Equipo para Comercio,Estanteria,2,0.7,7764,-2588
Veinte,28/10/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Equipo para Comercio,Estanteria,3,0.2,25344,8870.4
Veinte,28/10/2020,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Equipo para Comercio,Impresora Tirillas,3,0,24840,10432.8
Veinte,28/10/2020,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega-2,Electrodomesticos,Repuestos,5,0,1513600,151360
Veinte,29/10/2020,MercadoLibre,Pacifica,Choco,Alto Baudo,Envia+4,Equipo para Comercio,Etiquetado Mercancia,3,0,81480,814.8
Veinte,29/10/2020,MercadoLibre,Pacifica,Choco,Alto Baudo,Envia+4,Equipo para Comercio,Maquinas de Cobro ,3,0,23340,6068.4
Veinte,29/10/2020,MercadoLibre,Pacifica,Cauca,El Tambo,Envia-3,Electrodomesticos,Repuestos,5,0,134000,64320
Veinte,29/10/2020,MercadoLibre,Andina,Huila,Altamira,Servientrega+3,Equipo para Comercio,Estanteria,5,0,58000,27840
Veinte,30/10/2020,MercadoLibre,Pacifica,Cauca,Guapi,Envia+4,Equipo para Comercio,Impresora Tirillas,2,0,23360,7008
Veinte,30/10/2020,MercadoLibre,Amazonia,Guaviare,El Retorno,Envia-3,Equipo para Comercio,Estanteria,7,0,442120,207796.4
Veinte,30/10/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Impresora Tirillas,5,0,229900,64372
Veinte,30/10/2020,MercadoLibre,Andina,Antioquia,Necocli,Envia+4,Equipo para Comercio,Luces,2,0,7240,2389.2
Veinte,31/10/2020,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Electrodomesticos,Neveras,5,0.3,985670,-14081
Veinte,31/10/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Equipo para Comercio,Etiquetado Mercancia,7,0,2170840,564418.4
Veinte,31/10/2020,MercadoLibre,Caribe,Bolivar,Rio Viejo,Servientrega+3,Equipo para Comercio,Papel Termico,6,0.2,64128,22444.8
Veinte,31/10/2020,MercadoLibre,Amazonia,Putumayo,Mocoa,Envia+4,Equipo para Comercio,Muebles,2,0,43920,12297.6
Veinte,31/10/2020,MercadoLibre,Amazonia,Putumayo,Mocoa,Envia+4,Electrodomesticos,Neveras,3,0,737940,162346.8
Veinte,31/10/2020,MercadoLibre,Amazonia,Putumayo,Mocoa,Envia+4,Equipo para Comercio,Impresora Tirillas,3,0,24780,6938.4
Veinte,31/10/2020,MercadoLibre,Amazonia,Putumayo,Mocoa,Envia+4,Equipo para Comercio,Etiquetado Mercancia,3,0,665880,19976.4
Veinte,31/10/2020,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Electrodomesticos,Neveras,5,0.2,2807840,140392
Veinte,1/11/2020,MercadoLibre,Andina,Boyaca,Tunja,Servientrega+3,Equipo para Comercio,Papel Termico,3,0.2,31104,10886.4
Veinte,1/11/2020,MercadoLibre,Andina,Boyaca,Tunja,Servientrega+3,Equipo para Comercio,Papel Termico,3,0.2,126624,41152.8
Veinte,1/11/2020,MercadoLibre,Andina,Boyaca,Tunja,Servientrega+3,Industrial,Drones,2,0.4,31176,-9872.4
Veinte,1/11/2020,MercadoLibre,Andina,Boyaca,Sogamoso,Envia+4,Electrodomesticos,Repuestos,14,0.2,109984,17872.4
Veinte,2/11/2020,MercadoLibre,Amazonia,Putumayo,Mocoa,Envia-3,Industrial,Drones,7,0,139860,1398.6
Veinte,3/11/2020,MercadoLibre,Pacifica,Choco,Bojaya,Envia+4,Electrodomesticos,Lavadoras,2,0.3,488012,-31372.2
Veinte,3/11/2020,MercadoLibre,Caribe,Cesar,Aguachica,Envia+4,Electrodomesticos,Repuestos,4,0,153840,63074.4
Veinte,3/11/2020,MercadoLibre,Caribe,Cesar,Aguachica,Envia+4,Equipo para Comercio,Etiquetado Mercancia,4,0,962640,250286.4
Veinte,3/11/2020,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega-2,Electrodomesticos,Repuestos,4,0.2,60672,18960
Veinte,5/11/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Equipo para Comercio,Papel Termico,1,0,11960,5382
Veinte,6/11/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Equipo para Comercio,Estanteria,1,0.2,14624,5118.4
Veinte,6/11/2020,MercadoLibre,Andina,Norte de Santander,El Zulia,Envia+4,Equipo para Comercio,Estanteria,5,0.7,14760,-5412
Veinte,6/11/2020,MercadoLibre,Orinoquia,Meta,Puerto Concordia,Envia+4,Electrodomesticos,Repuestos,7,0.6,25088,-9094.4
Veinte,6/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Industrial,Impresoras,3,0,479940,143982
Veinte,6/11/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Equipo para Comercio,Extractores de Polvo,2,0,29240,13742.8
Veinte,6/11/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Equipo para Comercio,Estanteria,3,0.8,49176,-38111.4
Veinte,6/11/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Industrial,Impresoras,3,0,779940,265179.6
Veinte,6/11/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Electrodomesticos,Lavadoras,3,0.2,1805424,67703.4
Veinte,8/11/2020,MercadoLibre,Amazonia,Putumayo,Mocoa,Envia+4,Equipo para Comercio,Papel Termico,5,0,64800,31104
Veinte,8/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Estanteria,3,0.2,164688,55582.2
Veinte,8/11/2020,MercadoLibre,Andina,Antioquia,La Estrella,Envia+4,Equipo para Comercio,Estanteria,5,0.2,165120,57792
Veinte,9/11/2020,MercadoLibre,Andina,Antioquia,Itagui,Envia+4,Equipo para Comercio,Papel Termico,1,0,15220,7153.4
Veinte,9/11/2020,MercadoLibre,Andina,Antioquia,Itagui,Envia+4,Industrial,Impresoras,13,0,6694740,1272000.6
Veinte,9/11/2020,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Equipo para Comercio,Papel Termico,2,0.2,16896,5280
Veinte,9/11/2020,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Industrial,Drones,9,0.4,1457892,-31587.66
Veinte,9/11/2020,MercadoLibre,Andina,Caldas,Riosucio,Envia-3,Equipo para Comercio,Estanteria,3,0,23340,11203.2
Veinte,9/11/2020,MercadoLibre,Andina,Boyaca,Saboya,Envia+4,Equipo para Comercio,Etiquetado Mercancia,5,0.2,75040,7504
Veinte,9/11/2020,MercadoLibre,Andina,Tolima,Rovira,Envia+4,Industrial,Proyectores,8,0,3199840,1503924.8
Veinte,9/11/2020,MercadoLibre,Andina,Tolima,Rovira,Envia+4,Equipo para Comercio,Basculas,1,0,22180,10868.2
Veinte,9/11/2020,MercadoLibre,Andina,Antioquia,Envigado,Envia+4,Equipo para Comercio,Etiquetado Mercancia,3,0,665880,13317.6
Veinte,9/11/2020,MercadoLibre,Amazonia,Guaviare,Miraflores,Envia+4,Equipo para Comercio,Estanteria,2,0,39920,18762.4
Veinte,9/11/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Equipo para Comercio,Extractores de Polvo,2,0.2,12000,4200
Veinte,9/11/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Equipo para Comercio,Estanteria,2,0.2,55360,19376
Veinte,9/11/2020,MercadoLibre,Orinoquia,Arauca,Arauca,Envia-3,Equipo para Comercio,Impresora Tirillas,2,0.2,5824,1820
Veinte,9/11/2020,MercadoLibre,Orinoquia,Arauca,Arauca,Envia-3,Equipo para Comercio,Papel Termico,4,0.2,41472,14515.2
Veinte,9/11/2020,MercadoLibre,Orinoquia,Arauca,Arauca,Envia-3,Equipo para Comercio,Papel Termico,2,0.2,19136,5980
Veinte,9/11/2020,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Equipo para Comercio,Basculas,2,0.2,199136,67208.4
Veinte,10/11/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Equipo para Comercio,Impresora Tirillas,2,0.2,10688,1336
Veinte,10/11/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Equipo para Comercio,Impresora Tirillas,3,0.2,55440,6930
Veinte,11/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Impresoras,3,0,119940,29985
Veinte,11/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Etiquetado Mercancia,1,0,166720,41680
Veinte,11/11/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Industrial,Impresoras,4,0.2,191936,2399.2
Veinte,11/11/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Electrodomesticos,Neveras,2,0.3,95984,-2056.8
Veinte,11/11/2020,MercadoLibre,Pacifica,Cauca,Popayan,Envia+4,Industrial,Drones,2,0,515960,149628.4
Veinte,11/11/2020,MercadoLibre,Andina,Antioquia,Bello,Servientrega+3,Electrodomesticos,Repuestos,4,0,13920,4454.4
Veinte,11/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega-2,Equipo para Comercio,Estanteria,4,0.2,34176,11534.4
Veinte,11/11/2020,MercadoLibre,Caribe,Bolivar,Altos del Rosario,Envia+4,Equipo para Comercio,Maquinas de Cobro ,3,0.2,1343088,100731.6
Veinte,11/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Etiquetado Mercancia,3,0,56280,15758.4
Veinte,11/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Impresoras,2,0,72000,12960
Veinte,11/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Impresora Tirillas,3,0,185880,50187.6
Veinte,11/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Electrodomesticos,Neveras,3,0.1,491292,16376.4
Veinte,11/11/2020,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Equipo para Comercio,Estanteria,9,0.8,79164,-11874.6
Veinte,11/11/2020,MercadoLibre,Pacifica,Valle del Cauca,Yumbo,Envia+4,Equipo para Comercio,Estanteria,3,0.2,79248,27736.8
Veinte,11/11/2020,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Electrodomesticos,Repuestos,2,0,83920,21819.2
Veinte,11/11/2020,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Electrodomesticos,Neveras,3,0.2,902304,0
Veinte,11/11/2020,MercadoLibre,Orinoquia,Arauca,Saravena,Envia+4,Equipo para Comercio,Estanteria,2,0.7,145176,-48392
Veinte,11/11/2020,MercadoLibre,Pacifica,Narino,La Union,Envia+4,Electrodomesticos,Lavadoras,6,0,5357880,482209.2
Veinte,11/11/2020,MercadoLibre,Caribe,Atlantico,Baranoa,Envia+4,Equipo para Comercio,Impresora Tirillas,6,0.2,28224,2469.6
Veinte,12/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Luces,7,0,30520,12513.2
Veinte,12/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Drones,5,0,2059900,597371
Veinte,12/11/2020,MercadoLibre,Amazonia,Caqueta,Florencia,Servientrega+3,Equipo para Comercio,Etiquetado Mercancia,3,0.2,486768,-10343.82
Veinte,12/11/2020,MercadoLibre,Amazonia,Caqueta,Florencia,Servientrega+3,Industrial,Impresoras,5,0.2,239600,59900
Veinte,12/11/2020,MercadoLibre,Amazonia,Caqueta,Florencia,Servientrega+3,Industrial,Drones,4,0.2,601536,60153.6
Veinte,12/11/2020,MercadoLibre,Pacifica,Valle del Cauca,Pradera,Servientrega+3,Electrodomesticos,Repuestos,4,0,29600,12136
Veinte,12/11/2020,MercadoLibre,Pacifica,Valle del Cauca,Pradera,Servientrega+3,Industrial,Drones,3,0.2,604752,45356.4
Veinte,12/11/2020,MercadoLibre,Pacifica,Valle del Cauca,Pradera,Servientrega+3,Industrial,Impresoras,4,0,632000,63200
Veinte,12/11/2020,MercadoLibre,Caribe,Bolivar,Rio Viejo,Servientrega-2,Equipo para Comercio,Etiquetado Mercancia,3,0.2,170448,14914.2
Veinte,12/11/2020,MercadoLibre,Caribe,Sucre,La Union,Envia+4,Equipo para Comercio,Impresora Tirillas,3,0.2,13344,3336
Veinte,12/11/2020,MercadoLibre,Andina,Boyaca,Sogamoso,Servientrega-2,Equipo para Comercio,Etiquetado Mercancia,5,0.2,129920,-4060
Veinte,12/11/2020,MercadoLibre,Andina,Boyaca,Sogamoso,Servientrega-2,Equipo para Comercio,Muebles,2,0.2,27040,3380
Veinte,12/11/2020,MercadoLibre,Andina,Boyaca,Sogamoso,Servientrega-2,Electrodomesticos,Neveras,5,0.3,916860,-27505.8
Veinte,12/11/2020,MercadoLibre,Andina,Boyaca,Sogamoso,Servientrega-2,Equipo para Comercio,Maquinas de Cobro ,4,0.2,774272,48392
Veinte,12/11/2020,MercadoLibre,Andina,Boyaca,Sogamoso,Servientrega-2,Electrodomesticos,Lavadoras,3,0.4,657180,-29573.1
Veinte,12/11/2020,MercadoLibre,Andina,Quindio,Armenia,Envia-3,Electrodomesticos,Neveras,5,0.2,807840,50490
Veinte,12/11/2020,MercadoLibre,Andina,Antioquia,Envigado,Envia+4,Equipo para Comercio,Estanteria,2,0.2,79744,25916.8
Veinte,12/11/2020,MercadoLibre,Andina,Antioquia,Caucasia,Servientrega-2,Equipo para Comercio,Impresora Tirillas,2,0,46640,12126.4
Veinte,12/11/2020,MercadoLibre,Andina,Antioquia,Caucasia,Servientrega-2,Equipo para Comercio,Papel Termico,1,0,61960,27882
Veinte,12/11/2020,MercadoLibre,Andina,Antioquia,Caucasia,Servientrega-2,Industrial,Impresoras,4,0,239920,50383.2
Veinte,12/11/2020,MercadoLibre,Andina,Antioquia,Caucasia,Servientrega-2,Electrodomesticos,Neveras,5,0.2,727840,-31843
Veinte,12/11/2020,MercadoLibre,Caribe,Bolivar,Cartagena,Envia+4,Equipo para Comercio,Estanteria,7,0.7,79758,-29244.6
Veinte,12/11/2020,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Equipo para Comercio,Estanteria,5,0.2,79840,26946
Veinte,12/11/2020,MercadoLibre,Andina,Antioquia,Caucasia,Servientrega-2,Electrodomesticos,Lavadoras,7,0.2,1784272,223034
Veinte,12/11/2020,MercadoLibre,Andina,Antioquia,Caucasia,Servientrega-2,Equipo para Comercio,Etiquetado Mercancia,3,0,100440,4017.6
Veinte,12/11/2020,MercadoLibre,Andina,Antioquia,Caucasia,Servientrega-2,Equipo para Comercio,Maquinas de Cobro ,2,0,166840,48383.6
Veinte,12/11/2020,MercadoLibre,Andina,Antioquia,Santa Barbara,Envia+4,Equipo para Comercio,Estanteria,2,0.2,79840,25948
Veinte,12/11/2020,MercadoLibre,Andina,Boyaca,Tunja,Envia-3,Equipo para Comercio,Maquinas de Cobro ,4,0.2,147072,18384
Veinte,13/11/2020,MercadoLibre,Pacifica,Valle del Cauca,Pradera,Envia+4,Equipo para Comercio,Impresora Tirillas,2,0,88040,22890.4
Veinte,13/11/2020,MercadoLibre,Andina,Norte de Santander,El Zulia,Envia+4,Equipo para Comercio,Muebles,7,0.2,104272,11730.6
Veinte,13/11/2020,MercadoLibre,Pacifica,Valle del Cauca,Buga,Envia+4,Electrodomesticos,Repuestos,1,0,8360,3009.6
Veinte,13/11/2020,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Equipo para Comercio,Papel Termico,7,0.2,434112,157365.6
Veinte,13/11/2020,MercadoLibre,Andina,Boyaca,Saboya,Envia+4,Equipo para Comercio,Estanteria,3,0.7,20664,-7576.8
Veinte,13/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Etiquetado Mercancia,5,0,155100,40326
Veinte,13/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Etiquetado Mercancia,2,0,49760,13932.8
Veinte,13/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Impresora Tirillas,5,0,281500,78820
Veinte,13/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Etiquetado Mercancia,3,0,73260,19780.2
Veinte,13/11/2020,MercadoLibre,Amazonia,Putumayo,Puerto Asis,Envia+4,Electrodomesticos,Repuestos,4,0,60720,26109.6
Veinte,13/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Drones,4,0,4559920,1185579.2
Veinte,13/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Extractores de Polvo,3,0,29880,13744.8
Veinte,13/11/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Electrodomesticos,Repuestos,2,0,39080,14459.6
Veinte,14/11/2020,MercadoLibre,Caribe,Cesar,Valledupar,Servientrega+3,Industrial,Impresoras,2,0,999960,229990.8
Veinte,14/11/2020,MercadoLibre,Caribe,Cesar,Valledupar,Servientrega+3,Equipo para Comercio,Papel Termico,1,0,10560,4752
Veinte,14/11/2020,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Equipo para Comercio,Estanteria,3,0.8,13800,-12075
Veinte,14/11/2020,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Equipo para Comercio,Extractores de Polvo,2,0,14760,6937.2
Veinte,14/11/2020,MercadoLibre,Caribe,Bolivar,Rio Viejo,Envia+4,Equipo para Comercio,Estanteria,3,0.7,31140,-11418
Veinte,14/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Electrodomesticos,Neveras,2,0.1,816012,145068.8
Veinte,14/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Equipo para Comercio,Etiquetado Mercancia,3,0,80880,21028.8
Veinte,14/11/2020,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Electrodomesticos,Neveras,3,0.3,760116,-21717.6
Veinte,14/11/2020,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Industrial,Proyectores,4,0.4,2399952,359992.8
Veinte,14/11/2020,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Electrodomesticos,Repuestos,3,0.2,97152,19430.4
Veinte,14/11/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Equipo para Comercio,Impresora Tirillas,3,0,19680,5707.2
Veinte,14/11/2020,MercadoLibre,Amazonia,Guaviare,San Jose del Guaviare,Envia+4,Equipo para Comercio,Papel Termico,5,0,32900,15134
Veinte,14/11/2020,MercadoLibre,Amazonia,Guaviare,San Jose del Guaviare,Envia+4,Electrodomesticos,Repuestos,4,0,39840,13147.2
Veinte,14/11/2020,MercadoLibre,Andina,Cundinamarca,Soacha,Envia+4,Industrial,Drones,3,0,179940,50383.2
Veinte,14/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Industrial,Drones,2,0,27960,7828.8
Veinte,14/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Impresora Tirillas,1,0,47300,12298
Veinte,15/11/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Industrial,Impresoras,3,0,198780,81499.8
Veinte,15/11/2020,MercadoLibre,Orinoquia,Meta,Cabuyaro,Envia+4,Equipo para Comercio,Estanteria,7,0.8,13748,-10654.7
Veinte,15/11/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega+3,Equipo para Comercio,Estanteria,1,0.2,13760,4644
Veinte,15/11/2020,MercadoLibre,Andina,Antioquia,Itagui,Envia+4,Industrial,Drones,2,0.2,722752,54206.4
Veinte,15/11/2020,MercadoLibre,Andina,Norte de Santander,Pamplona,Servientrega-2,Electrodomesticos,Lavadoras,4,0.4,1260048,-39901.52
Veinte,16/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Equipo para Comercio,Estanteria,7,0.2,70896,25699.8
Veinte,17/11/2020,MercadoLibre,Orinoquia,Meta,Barranca de Upia,Envia-3,Industrial,Drones,3,0.2,134352,13435.2
Veinte,17/11/2020,MercadoLibre,Orinoquia,Meta,Barranca de Upia,Envia-3,Equipo para Comercio,Papel Termico,4,0.2,30464,11043.2
Veinte,17/11/2020,MercadoLibre,Andina,Antioquia,Bello,Envia-3,Equipo para Comercio,Muebles,5,0,99000,26730
Veinte,18/11/2020,MercadoLibre,Amazonia,Putumayo,Puerto Asis,Envia+4,Equipo para Comercio,Etiquetado Mercancia,4,0,2235840,111792
Veinte,18/11/2020,MercadoLibre,Orinoquia,Meta,Guamal,Envia+4,Equipo para Comercio,Impresora Tirillas,2,0.2,12736,2069.6
Veinte,18/11/2020,MercadoLibre,Orinoquia,Meta,Guamal,Envia+4,Equipo para Comercio,Extractores de Polvo,2,0.2,97696,31751.2
Veinte,18/11/2020,MercadoLibre,Orinoquia,Meta,Guamal,Envia+4,Equipo para Comercio,Papel Termico,2,0.2,39296,13262.4
Veinte,18/11/2020,MercadoLibre,Orinoquia,Meta,Guamal,Envia+4,Electrodomesticos,Neveras,6,0.3,510216,-18222
Veinte,18/11/2020,MercadoLibre,Andina,Boyaca,Chiquinquira,Envia+4,Equipo para Comercio,Maquinas de Cobro ,6,0.2,207936,33789.6
Veinte,18/11/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Industrial,Drones,1,0.2,122384,12238.4
Veinte,18/11/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Equipo para Comercio,Maquinas de Cobro ,1,0,135680,36633.6
Veinte,18/11/2020,MercadoLibre,Pacifica,Cauca,Santa Rosa,Servientrega+3,Electrodomesticos,Neveras,2,0,603920,66431.2
Veinte,18/11/2020,MercadoLibre,Amazonia,Amazonas,La Pedrera,Servientrega+3,Industrial,Impresoras,4,0,2639920,1055968
Veinte,18/11/2020,MercadoLibre,Andina,Antioquia,Itagui,Envia+4,Industrial,Impresoras,5,0,1190000,190400
Veinte,18/11/2020,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega-2,Equipo para Comercio,Estanteria,5,0.2,1327840,414950
