Year,Date,Platform,Region,Department,Municipality,Transport,Category,Products,Quantity,Discount,Sale,Profit
Twenty,11/03/2020,MercadoLibre,Pacifica,Valle del Cauca,Yumbo,Envia+4,Trade Equipment,Strip Printer,3,0,17640,4762.8
Twenty,11/03/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Home appliances,Refrigerators,2,0.2,435168,-29917.8
Twenty,11/03/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Industrial,Printers,5,0,165900,58065
Twenty,11/03/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Trade Equipment,Dust Extractors,7,0,175420,82447.4
Twenty,11/03/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Trade Equipment,Payment Machines,4,0,2202960,859154.4
Twenty,11/03/2020,MercadoLibre,Caribe,Cordoba,Cienaga de Oro,Servientrega+3,Trade Equipment,Lights,4,0,40000,19200
Twenty,11/03/2020,MercadoLibre,Caribe,Cordoba,Cienaga de Oro,Servientrega+3,Trade Equipment,Strip Printer,3,0,15960,4149.6
Twenty,11/03/2020,MercadoLibre,Caribe,Cordoba,Cienaga de Oro,Servientrega+3,Home appliances,Spare Parts,5,0,48200,18316
Twenty,11/03/2020,MercadoLibre,Caribe,Cordoba,Cienaga de Oro,Servientrega+3,Trade Equipment,Strip Printer,1,0,17500,5250
Twenty,11/03/2020,MercadoLibre,Caribe,Cordoba,Cienaga de Oro,Servientrega+3,Home appliances,Washing machines,3,0,1685880,320317.2
Twenty,11/03/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Lights,7,0,30520,10071.6
Twenty,11/03/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Payment Machines,2,0,86640,28591.2
Twenty,11/03/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Trade Equipment,Shelving,3,0.2,30384,11014.2
Twenty,11/03/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Thermal paper,3,0,232560,113954.4
Twenty,11/03/2020,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Shelving,5,0.2,30480,10287
Twenty,11/03/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Thermal paper,3,0,38880,18662.4
Twenty,11/03/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Thermal paper,3,0,629100,301968
Twenty,11/03/2020,MercadoLibre,Orinoquia,Meta,Acacias,Envia+4,Trade Equipment,Thermal paper,2,0.2,18496,6704.8
Twenty,11/03/2020,MercadoLibre,Andina,Caldas,Riosucio,Envia+4,Trade Equipment,Shelving,5,0,291700,140016
Twenty,11/03/2020,MercadoLibre,Andina,Quindio,Armenia,Envia-3,Industrial,Laser Cut,3,0.7,359982,-50397.48
Twenty,11/03/2020,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Industrial,Printers,1,0.2,144000,28800
Twenty,11/03/2020,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Home appliances,Refrigerators,7,0.3,940310,-13433
Twenty,12/03/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Trade Equipment,Thermal paper,8,0,365440,168102.4
Twenty,12/03/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Home appliances,Washing machines,2,0.4,800064,-30669.12
Twenty,12/03/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Trade Equipment,Merchandise Labeling,3,0,67260,20178
Twenty,12/03/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Home appliances,Refrigerators,3,0.1,1085292,204999.6
Twenty,12/03/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Trade Equipment,Dust Extractors,2,0,12600,6048
Twenty,12/03/2020,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Payment Machines,4,0.2,789632,187537.6
Twenty,12/03/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Shelving,2,0.2,27808,10428
Twenty,12/03/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Industrial,Printers,5,0,3299900,1319960
Twenty,12/03/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Home appliances,Spare Parts,6,0,223800,102948
Twenty,12/03/2020,MercadoLibre,Pacifica,Narino,Pasto,Envia+4,Home appliances,Washing machines,2,0,1163920,209505.6
Twenty,12/03/2020,MercadoLibre,Pacifica,Narino,Pasto,Envia+4,Home appliances,Refrigerators,1,0,59960,16189.2
Twenty,12/03/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Merchandise Labeling,4,0,1545360,216350.4
Twenty,12/03/2020,MercadoLibre,Andina,Antioquia,Concordia,Envia+4,Home appliances,Washing machines,3,0.2,537408,13435.2
Twenty,12/03/2020,MercadoLibre,Andina,Antioquia,Concordia,Envia+4,Trade Equipment,Strip Printer,8,0,43840,11836.8
Twenty,12/03/2020,MercadoLibre,Andina,Antioquia,Concordia,Envia+4,Trade Equipment,Merchandise Labeling,3,0,97440,14616
Twenty,12/03/2020,MercadoLibre,Andina,Antioquia,Concordia,Envia+4,Home appliances,Air-conditioning,2,0.15,411332,-12098
Twenty,13/03/2020,MercadoLibre,Orinoquia,Arauca,Tame,Envia-3,Trade Equipment,Payment Machines,5,0.2,315840,35532
Twenty,13/03/2020,MercadoLibre,Orinoquia,Arauca,Tame,Envia-3,Industrial,Drones,2,0.2,406368,30477.6
Twenty,13/03/2020,MercadoLibre,Orinoquia,Meta,Granada,Envia+4,Trade Equipment,Thermal paper,5,0.2,140160,49056
Twenty,13/03/2020,MercadoLibre,Andina,Antioquia,Medellin,Servientrega-2,Trade Equipment,Shelving,2,0.2,14368,4490
Twenty,13/03/2020,MercadoLibre,Orinoquia,Meta,Granada,Envia+4,Home appliances,Washing machines,5,0.3,1115170,0
Twenty,13/03/2020,MercadoLibre,Andina,Tolima,Fresno,Envia+4,Home appliances,Spare Parts,2,0,255760,81843.2
Twenty,13/03/2020,MercadoLibre,Andina,Tolima,Fresno,Envia+4,Trade Equipment,Payment Machines,2,0,320640,89779.2
Twenty,13/03/2020,MercadoLibre,Andina,Norte de Santander,Cucuta,Servientrega+3,Trade Equipment,Shelving,5,0.7,14460,-5784
Twenty,13/03/2020,MercadoLibre,Andina,Antioquia,Bello,Servientrega+3,Home appliances,Spare Parts,2,0,56560,14705.6
Twenty,13/03/2020,MercadoLibre,Andina,Antioquia,Bello,Servientrega+3,Trade Equipment,Furnitures,3,0,9825180,393007.2
Twenty,13/03/2020,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Home appliances,Refrigerators,2,0.3,773360,-5524
Twenty,13/03/2020,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Industrial,Printers,5,0.2,759920,94990
Twenty,13/03/2020,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Industrial,Drones,3,0.4,1079820,-23396.1
Twenty,13/03/2020,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Trade Equipment,Thermal paper,5,0.2,82480,27837
Twenty,13/03/2020,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Shelving,4,0.2,96064,31220.8
Twenty,13/03/2020,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Trade Equipment,Merchandise Labeling,5,0.2,1105120,-27628
Twenty,13/03/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia-3,Trade Equipment,Shelving,4,0.2,96960,32724
Twenty,13/03/2020,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Trade Equipment,Merchandise Labeling,2,0.2,252160,-28368
Twenty,13/03/2020,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Industrial,Laser Cut,3,0.7,898200,-128742
Twenty,13/03/2020,MercadoLibre,Caribe,Cesar,Aguachica,Envia+4,Trade Equipment,Shelving,5,0,639800,313502
Twenty,14/03/2020,MercadoLibre,Andina,Boyaca,Sogamoso,Envia+4,Home appliances,Spare Parts,5,0.2,43760,12581
Twenty,14/03/2020,MercadoLibre,Orinoquia,Meta,La Macarena,Envia-3,Home appliances,Air-conditioning,5,0.32,482664,-14196
Twenty,14/03/2020,MercadoLibre,Orinoquia,Meta,La Macarena,Envia-3,Trade Equipment,Thermal paper,1,0.2,10368,3758.4
Twenty,14/03/2020,MercadoLibre,Orinoquia,Meta,La Macarena,Envia-3,Trade Equipment,Strip Printer,7,0.2,291088,32747.4
Twenty,14/03/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia-3,Home appliances,Refrigerators,2,0.2,393568,-22138.2
Twenty,14/03/2020,MercadoLibre,Andina,Norte de Santander,Cucuta,Servientrega+3,Trade Equipment,Shelving,3,0.7,55764,-20446.8
Twenty,14/03/2020,MercadoLibre,Amazonia,Vaupes,Yavarate,Envia+4,Home appliances,Spare Parts,2,0,33480,8704.8
Twenty,15/03/2020,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Industrial,Printers,3,0.2,167952,-13646.1
Twenty,15/03/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Shelving,3,0.2,105552,39582
Twenty,15/03/2020,MercadoLibre,Andina,Antioquia,Bello,Envia-3,Home appliances,Refrigerators,4,0.2,2704064,169004
Twenty,15/03/2020,MercadoLibre,Amazonia,Guainia,Inirida,Envia+4,Trade Equipment,Thermal paper,14,0,639520,294179.2
Twenty,15/03/2020,MercadoLibre,Amazonia,Guainia,Inirida,Envia+4,Trade Equipment,Thermal paper,2,0,91360,42025.6
Twenty,15/03/2020,MercadoLibre,Orinoquia,Meta,San Juanito,Envia+4,Home appliances,Refrigerators,5,0.3,1056860,-28686.2
Twenty,15/03/2020,MercadoLibre,Andina,Cundinamarca,Zipaquira,Envia+4,Trade Equipment,Shelving,2,0,5083960,2541980
Twenty,17/03/2020,MercadoLibre,Andina,Huila,Garzon,Envia+4,Trade Equipment,Strip Printer,2,0,79360,20633.6
Twenty,17/03/2020,MercadoLibre,Amazonia,Guaviare,San Jose del Guaviare,Servientrega-2,Industrial,Drones,2,0,259960,124780.8
Twenty,17/03/2020,MercadoLibre,Andina,Norte de Santander,Sardinata,Envia+4,Trade Equipment,Shelving,5,0.7,24120,-10050
Twenty,17/03/2020,MercadoLibre,Andina,Cundinamarca,Zipaquira,Servientrega-2,Trade Equipment,Weigh Scales,5,0,399800,179910
Twenty,17/03/2020,MercadoLibre,Andina,Cundinamarca,Zipaquira,Servientrega-2,Trade Equipment,Payment Machines,3,0,1803900,595287
Twenty,17/03/2020,MercadoLibre,Andina,Cundinamarca,Zipaquira,Servientrega-2,Home appliances,Spare Parts,5,0,1943000,505180
Twenty,17/03/2020,MercadoLibre,Andina,Antioquia,Bello,Servientrega+3,Industrial,Drones,2,0.2,169568,-20136.2
Twenty,18/03/2020,MercadoLibre,Caribe,Sucre,Sincelejo,Servientrega+3,Home appliances,Washing machines,3,0.4,379764,-18988.2
Twenty,18/03/2020,MercadoLibre,Caribe,Sucre,El Roble,Servientrega+3,Trade Equipment,Payment Machines,3,0.2,1743600,174360
Twenty,19/03/2020,MercadoLibre,Amazonia,Caqueta,San Vicente del Caguan,Servientrega+3,Home appliances,Air-conditioning,1,0.7,144588,-19760.36
Twenty,19/03/2020,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Home appliances,Spare Parts,1,0,29960,13781.6
Twenty,19/03/2020,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Home appliances,Spare Parts,4,0,40640,13817.6
Twenty,19/03/2020,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Shelving,6,0.2,393408,137692.8
Twenty,20/03/2020,MercadoLibre,Andina,Quindio,Calarca,Envia+4,Industrial,Drones,2,0.2,169568,-20136.2
Twenty,20/03/2020,MercadoLibre,Andina,Quindio,Calarca,Envia+4,Trade Equipment,Thermal paper,4,0.2,41472,14515.2
Twenty,20/03/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia-3,Trade Equipment,Shelving,1,0.2,4992,1809.6
Twenty,20/03/2020,MercadoLibre,Andina,Quindio,Calarca,Envia+4,Trade Equipment,Thermal paper,2,0.2,20736,7257.6
Twenty,20/03/2020,MercadoLibre,Caribe,Atlantico,Juan de Acosta,Servientrega+3,Industrial,Drones,1,0.2,23984,1798.8
Twenty,20/03/2020,MercadoLibre,Amazonia,Guainia,La Guadalupe,Servientrega+3,Home appliances,Spare Parts,7,0,172900,76076
Twenty,21/03/2020,MercadoLibre,Orinoquia,Arauca,Puerto Rondon,Servientrega-2,Trade Equipment,Shelving,3,0.7,19404,-7114.8
Twenty,21/03/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Home appliances,Refrigerators,5,0.3,1056860,0
Twenty,21/03/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Envia+4,Trade Equipment,Strip Printer,3,0.2,26784,3013.2
Twenty,21/03/2020,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Home appliances,Washing machines,2,0.3,198744,-1419.6
Twenty,21/03/2020,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Trade Equipment,Strip Printer,1,0.2,2688,1008
Twenty,22/03/2020,MercadoLibre,Caribe,Magdalena,Aracataca,Envia-3,Industrial,Printers,2,0,117160,38662.8
Twenty,22/03/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Home appliances,Refrigerators,7,0.2,335776,29380.4
Twenty,24/03/2020,MercadoLibre,Andina,Quindio,Salento,Envia+4,Industrial,Drones,4,0.2,806336,50396
Twenty,24/03/2020,MercadoLibre,Pacifica,Narino,Pasto,Envia-3,Trade Equipment,Thermal paper,1,0,44960,20681.6
Twenty,24/03/2020,MercadoLibre,Andina,Boyaca,Duitama,Servientrega+3,Home appliances,Air-conditioning,3,0.5,602940,-48235.2
Twenty,24/03/2020,MercadoLibre,Andina,Boyaca,Duitama,Servientrega+3,Trade Equipment,Strip Printer,2,0.2,37312,3264.8
Twenty,25/03/2020,MercadoLibre,Amazonia,Putumayo,Mocoa,Servientrega-2,Industrial,Printers,5,0,2574900,489231
Twenty,25/03/2020,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Trade Equipment,Strip Printer,3,0,119040,35712
Twenty,26/03/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Merchandise Labeling,5,0,919900,36796
Twenty,26/03/2020,MercadoLibre,Caribe,Bolivar,Cartagena,Envia-3,Trade Equipment,Merchandise Labeling,5,0.2,135280,11837
Twenty,26/03/2020,MercadoLibre,Caribe,Bolivar,Cartagena,Envia-3,Industrial,Printers,3,0.2,239952,-17996.4
Twenty,27/03/2020,MercadoLibre,Caribe,Cesar,Aguachica,Envia+4,Home appliances,Spare Parts,1,0,40480,17406.4
Twenty,27/03/2020,MercadoLibre,Caribe,Cesar,Aguachica,Envia+4,Home appliances,Spare Parts,4,0,79840,22355.2
Twenty,27/03/2020,MercadoLibre,Andina,Santander,Cimitarra,Envia+4,Trade Equipment,Shelving,2,0.7,199176,-16598
Twenty,28/03/2020,MercadoLibre,Andina,Tolima,Ibague,Envia-3,Trade Equipment,Merchandise Labeling,2,0,62800,15700
Twenty,28/03/2020,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Trade Equipment,Merchandise Labeling,4,0,175840,1758.4
Twenty,28/03/2020,MercadoLibre,Andina,Antioquia,Medellin,Servientrega+3,Trade Equipment,Thermal paper,1,0,11960,5860.4
Twenty,29/03/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Servientrega+3,Trade Equipment,Thermal paper,3,0.2,91056,31869.6
Twenty,29/03/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Servientrega+3,Home appliances,Refrigerators,6,0.3,1688232,-36176.4
Twenty,29/03/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Servientrega+3,Industrial,Drones,8,0.2,1625472,121910.4
Twenty,29/03/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Thermal paper,2,0,26960,13480
Twenty,29/03/2020,MercadoLibre,Andina,Boyaca,Sogamoso,Envia+4,Trade Equipment,Shelving,7,0.7,25914,-9501.8
Twenty,29/03/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Spare Parts,8,0,828000,248400
Twenty,29/03/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Shelving,9,0.2,25920,9072
Twenty,29/03/2020,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Home appliances,Air-conditioning,5,0.5,599950,-33597.2
Twenty,29/03/2020,MercadoLibre,Andina,Boyaca,Tunja,Envia+4,Industrial,Drones,4,0.4,316752,-36954.4
Twenty,30/03/2020,MercadoLibre,Orinoquia,Casanare,Monterrey,Envia-3,Trade Equipment,Thermal paper,1,0,22680,11113.2
Twenty,31/03/2020,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Industrial,Drones,3,0.4,561564,-12167.22
Twenty,31/03/2020,MercadoLibre,Andina,Santander,Bucaramanga,Servientrega+3,Industrial,Printers,2,0.2,63968,2398.8
Twenty,31/03/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Refrigerators,6,0.1,655992,109332
Twenty,1/04/2020,MercadoLibre,Andina,Norte de Santander,Cucuta,Envia+4,Industrial,Projectors,4,0.2,1919936,239992
Twenty,1/04/2020,MercadoLibre,Andina,Santander,Bucaramanga,Envia+4,Trade Equipment,Strip Printer,1,0.2,9344,1168
Twenty,1/04/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Shelving,2,0.2,51168,17908.8
Twenty,2/04/2020,MercadoLibre,Orinoquia,Arauca,Arauca,Envia+4,Home appliances,Spare Parts,2,0.2,28736,7902.4
Twenty,2/04/2020,MercadoLibre,Andina,Cundinamarca,Facatativa,Envia+4,Industrial,Drones,2,0,180960,47049.6
Twenty,2/04/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Merchandise Labeling,2,0,186040,7441.6
Twenty,3/04/2020,MercadoLibre,Andina,Antioquia,Itagui,Envia+4,Trade Equipment,Strip Printer,1,0,33980,9854.2
Twenty,3/04/2020,MercadoLibre,Caribe,Bolivar,El Carmen de Bolivar,Servientrega+3,Trade Equipment,Dust Extractors,4,0.2,20160,7056
Twenty,3/04/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Shelving,2,0.2,27808,9037.6
Twenty,4/04/2020,MercadoLibre,Andina,Boyaca,Tunja,Envia-3,Industrial,Drones,3,0,299940,11997.6
Twenty,4/04/2020,MercadoLibre,Andina,Boyaca,Tunja,Envia-3,Trade Equipment,Thermal paper,3,0,55620,26141.4
Twenty,4/04/2020,MercadoLibre,Andina,Antioquia,Bello,Envia+4,Trade Equipment,Shelving,1,0.2,44848,16818
Twenty,4/04/2020,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Home appliances,Spare Parts,2,0,165280,14875.2
Twenty,4/04/2020,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Trade Equipment,Merchandise Labeling,2,0,62040,16130.4
Twenty,4/04/2020,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega+3,Industrial,Printers,3,0,179940,75574.8
Twenty,6/04/2020,MercadoLibre,Andina,Boyaca,Tunja,Envia-3,Trade Equipment,Thermal paper,2,0,151760,71327.2
Twenty,6/04/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Servientrega+3,Trade Equipment,Thermal paper,5,0.2,51840,18792
Twenty,6/04/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Servientrega+3,Home appliances,Spare Parts,5,0.6,839360,-71345.6
Twenty,6/04/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Servientrega+3,Home appliances,Spare Parts,3,0.6,23376,-4675.2
Twenty,6/04/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Servientrega+3,Industrial,Drones,2,0.2,63968,22388.8
Twenty,6/04/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Servientrega+3,Home appliances,Washing machines,5,0.5,354450,-24102.6
Twenty,6/04/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Servientrega+3,Home appliances,Spare Parts,3,0.6,8088,-2830.8
Twenty,6/04/2020,MercadoLibre,Caribe,Atlantico,Barranquilla,Servientrega+3,Trade Equipment,Strip Printer,2,0.2,14816,2407.6
Twenty,6/04/2020,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega-2,Trade Equipment,Thermal paper,3,0,29880,14043.6
Twenty,6/04/2020,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega-2,Industrial,Laser Cut,3,0,2699700,728919
Twenty,6/04/2020,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega-2,Home appliances,Air-conditioning,1,0.2,273568,10258.8
Twenty,6/04/2020,MercadoLibre,Andina,Bogota,Bogota DC,Servientrega-2,Home appliances,Spare Parts,4,0,122240,41561.6
Twenty,7/04/2020,MercadoLibre,Andina,Antioquia,Bello,Envia-3,Home appliances,Spare Parts,5,0,50800,17272
Twenty,7/04/2020,MercadoLibre,Andina,Antioquia,Bello,Envia-3,Trade Equipment,Weigh Scales,2,0,87920,41322.4
Twenty,7/04/2020,MercadoLibre,Andina,Antioquia,Bello,Envia-3,Home appliances,Air-conditioning,5,0.15,2558330,451470
Twenty,7/04/2020,MercadoLibre,Andina,Antioquia,Bello,Envia-3,Trade Equipment,Merchandise Labeling,4,0,55840,1116.8
Twenty,7/04/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Home appliances,Spare Parts,5,0,50800,17272
Twenty,7/04/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Industrial,Drones,3,0.2,354960,39933
Twenty,7/04/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega-2,Industrial,Drones,3,0.2,143952,17994
Twenty,8/04/2020,MercadoLibre,Andina,Tolima,Melgar,Envia+4,Trade Equipment,Furnitures,2,0,70120,21036
Twenty,8/04/2020,MercadoLibre,Andina,Tolima,Melgar,Envia+4,Trade Equipment,Dust Extractors,1,0,8260,3799.6
Twenty,8/04/2020,MercadoLibre,Andina,Tolima,Melgar,Envia+4,Home appliances,Spare Parts,9,0,219600,92232
Twenty,8/04/2020,MercadoLibre,Andina,Tolima,Melgar,Envia+4,Trade Equipment,Dust Extractors,2,0,19640,9623.6
Twenty,8/04/2020,MercadoLibre,Orinoquia,Arauca,Arauca,Servientrega-2,Trade Equipment,Shelving,3,0.7,16452,-6032.4
Twenty,8/04/2020,MercadoLibre,Andina,Antioquia,Santa Barbara,Servientrega+3,Industrial,Drones,2,0.2,604768,60476.8
Twenty,8/04/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia+4,Trade Equipment,Shelving,1,0.2,26416,9245.6
Twenty,8/04/2020,MercadoLibre,Andina,Antioquia,Bello,Envia-3,Trade Equipment,Shelving,4,0.2,26432,8920.8
Twenty,9/04/2020,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Trade Equipment,Strip Printer,1,0.2,7824,2053.8
Twenty,9/04/2020,MercadoLibre,Orinoquia,Meta,Villavicencio,Envia+4,Trade Equipment,Strip Printer,3,0.2,124752,14034.6
Twenty,9/04/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Home appliances,Spare Parts,1,0,127880,49873.2
Twenty,9/04/2020,MercadoLibre,Orinoquia,Casanare,Aguazul,Envia+4,Trade Equipment,Shelving,2,0,41760,19209.6
Twenty,9/04/2020,MercadoLibre,Andina,Bogota,Bogota DC,Envia+4,Trade Equipment,Furnitures,4,0,45440,13177.6
Twenty,9/04/2020,MercadoLibre,Caribe,Sucre,Corozal,Servientrega+3,Trade Equipment,Thermal paper,3,0.2,24384,8229.6
Twenty,9/04/2020,MercadoLibre,Caribe,Sucre,Corozal,Servientrega+3,Trade Equipment,Payment Machines,2,0.2,174336,17433.6
Twenty,9/04/2020,MercadoLibre,Caribe,Sucre,Corozal,Servientrega+3,Trade Equipment,Strip Printer,2,0.2,63488,16665.6
Twenty,9/04/2020,MercadoLibre,Caribe,Cordoba,Chima,Envia+4,Home appliances,Spare Parts,3,0,85200,33228
Twenty,9/04/2020,MercadoLibre,Andina,Antioquia,Medellin,Envia-3,Trade Equipment,Shelving,4,0.2,53952,17534.4
Twenty,9/04/2020,MercadoLibre,Caribe,Cordoba,Chima,Envia+4,Trade Equipment,Merchandise Labeling,4,0,259840,10393.6
Twenty,9/04/2020,MercadoLibre,Caribe,Cordoba,Chima,Envia+4,Trade Equipment,Strip Printer,3,0,10560,5068.8
Twenty,9/04/2020,MercadoLibre,Andina,Caldas,Manizales,Envia+4,Trade Equipment,Thermal paper,5,0,479000,229920
Twenty,9/04/2020,MercadoLibre,Andina,Antioquia,Bello,Servientrega-2,Home appliances,Spare Parts,3,0,48540,17474.4
Twenty,9/04/2020,MercadoLibre,Andina,Antioquia,Bello,Servientrega-2,Industrial,Projectors,5,0.2,5599920,1889973
Twenty,10/04/2020,MercadoLibre,Orinoquia,Meta,Barranca de Upia,Servientrega-2,Trade Equipment,Weigh Scales,7,0.2,119504,38838.8
Twenty,10/04/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Envia+4,Trade Equipment,Shelving,14,0.2,107968,35089.6
Twenty,10/04/2020,MercadoLibre,Andina,Risaralda,Pereira,Envia+4,Industrial,Projectors,9,0,10799820,5183913.6
Twenty,10/04/2020,MercadoLibre,Andina,Risaralda,Pereira,Envia+4,Trade Equipment,Merchandise Labeling,3,0,238200,69078
Twenty,10/04/2020,MercadoLibre,Andina,Cundinamarca,Soacha,Envia+4,Home appliances,Washing machines,2,0.3,478744,-23937.2
Twenty,10/04/2020,MercadoLibre,Caribe,Bolivar,Villanueva,Envia+4,Industrial,Drones,3,0.2,105360,39510
Twenty,10/04/2020,MercadoLibre,Caribe,Bolivar,Villanueva,Envia+4,Home appliances,Spare Parts,3,0.2,23136,5205.6
Twenty,11/04/2020,MercadoLibre,Caribe,Cordoba,Buenavista,Servientrega-2,Trade Equipment,Lights,3,0,21480,10525.2
Twenty,11/04/2020,MercadoLibre,Pacifica,Valle del Cauca,Cali,Servientrega+3,Home appliances,Spare Parts,3,0,419760,71359.2
Twenty,11/04/2020,MercadoLibre,Andina,Antioquia,Bello,Envia-3,Home appliances,Spare Parts,7,0,76580,32929.4
Twenty,11/04/2020,MercadoLibre,Andina,Antioquia,Puerto Nare,Servientrega-2,Trade Equipment,Strip Printer,4,0,385600,111824
Twenty,11/04/2020,MercadoLibre,Andina,Quindio,Circasia,Servientrega+3,Trade Equipment,Furnitures,7,0.2,35168,-4176.2
Twenty,11/04/2020,MercadoLibre,Andina,Quindio,Circasia,Servientrega+3,Home appliances,Refrigerators,1,0.2,209568,-14407.8
Twenty,11/04/2020,MercadoLibre,Andina,Quindio,Circasia,Servientrega+3,Trade Equipment,Thermal paper,3,0.2,95904,33566.4
Twenty,11/04/2020,MercadoLibre,Andina,Quindio,Circasia,Servientrega+3,Home appliances,Refrigerators,3,0.2,1300704,-19510.56
Twenty,11/04/2020,MercadoLibre,Andina,Quindio,Circasia,Servientrega+3,Trade Equipment,Dust Extractors,8,0.2,1258368,456158.4
Twenty,11/04/2020,MercadoLibre,Andina,Quindio,Circasia,Servientrega+3,Trade Equipment,Thermal paper,1,0.2,30352,10623.2
Twenty,11/04/2020,MercadoLibre,Caribe,Bolivar,El Carmen de Bolivar,Envia+4,Home appliances,Spare Parts,6,0.2,100992,16411.2
